easting,northing,id,name1,name2,latitude,longitude,country_code,state_fips,county,admin3,admin4,population,elevation_meters,dem,timezone
-9770851.231,3617558.581,4046255,Bay Minette,Bay Minette,30.88296,-87.77305,US,AL,3,,,8044,82,85,America/Chicago
-10758593.53,3372921.304,4046274,Edna,Edna,28.97859,-96.64609,US,TX,239,,,5499,20,24,America/Chicago
-9823780.31,3555524.747,4046319,Bayou La Batre,Bayou La Batre,30.40352,-88.24852,US,AL,97,,,2558,2,5,America/Chicago
-10553018.71,3783439.98,4046332,Henderson,Henderson,32.15322,-94.79938,US,TX,401,,,13712,156,160,America/Chicago
-11005326.5,3399810.271,4046430,Natalia,Natalia,29.18968,-98.86253,US,TX,325,,,1431,209,211,America/Chicago
-9762783.908,4065763.603,4046499,Bear Creek,Bear Creek,34.27482,-87.70058,US,AL,93,,,1070,246,248,America/Chicago
-8578060.661,4683482.259,4046704,Fort Hunt,Fort Hunt,38.73289,-77.05803,US,VA,59,,,16045,10,16,America/New_York
-8517017.505,4472439.311,4046946,Yorktown,Yorktown,37.23876,-76.50967,US,VA,199,,,195,2,4,America/New_York
-9678919.143,3953090.26,4047198,Brighton,Brighton,33.43428,-86.94721,US,AL,73,,,2945,155,161,America/Chicago
-8358877.037,4656720.369,4047734,Ocean View,Ocean View,38.54511,-75.08907,US,DE,5,,,1882,4,4,America/New_York
-9751588.507,3983216.454,4047827,Berry,Berry,33.65983,-87.60001,US,AL,57,,,1148,139,140,America/Chicago
-9204092.534,3271794.03,4047906,Trinity,Trinity,28.18085,-82.68177,US,FL,101,,,10907,6,15,America/New_York
-9113581.996,3067405.37,4047914,Villas,Villas,26.55035,-81.8687,US,FL,71,,,11569,3,6,America/New_York
-9679723.983,3948755.777,4048023,Bessemer,Bessemer,33.40178,-86.95444,US,AL,73,,,27456,155,161,America/Chicago
-9451173.936,4729839.625,4048332,Aurora,Aurora,39.057,-84.90134,US,IN,29,,,3750,148,150,America/New_York
-9575359.734,4651021.605,4048388,New Pekin,New Pekin,38.50506,-86.01692,US,IN,175,,,1401,217,219,America/Indiana/Indianapolis
-11050140.39,4784617.018,4048488,Stockton,Stockton,39.43807,-99.2651,US,KS,163,,,1329,549,556,America/Chicago
-9862912.45,4450736.661,4048662,Paducah,Paducah,37.08339,-88.60005,US,KY,145,,,25024,104,104,America/Chicago
-10173933.54,3841871.709,4048850,Monticello,Monticello,32.59653,-91.394,US,LA,35,,,4718,26,29,America/Chicago
-10420977.1,3836514.956,4048888,Red Chute,Red Chute,32.55598,-93.61323,US,LA,15,,,6261,65,67,America/Chicago
-8546581.736,4743075.83,4049032,Jessup,Jessup,39.14927,-76.77525,US,MD,3,,,7137,63,70,America/New_York
-9662808.986,3964618.551,4049979,Birmingham,Birmingham,33.52066,-86.80249,US,AL,73,,,212237,187,187,America/Chicago
-9419044.905,4734978.844,4050006,Delhi Hills,Delhi Hills,39.09284,-84.61272,US,OH,61,,,5259,266,267,America/New_York
-9393131.954,4737449.007,4050118,Turpin Hills,Turpin Hills,39.11006,-84.37994,US,OH,61,,,5099,198,202,America/New_York
-8982286.222,4059373.275,4050356,Lugoff,Lugoff,34.22737,-80.68925,US,SC,55,,,7434,80,85,America/New_York
-9639277.159,4039749.398,4050655,Blountsville,Blountsville,34.08149,-86.5911,US,AL,9,,,1684,217,220,America/Chicago
-9594684.798,3828152.428,4050879,Blue Ridge,Blue Ridge,32.49264,-86.19052,US,AL,51,,,1341,112,123,America/Chicago
-10891530.15,3514507.504,4050880,Buda,Buda,30.08521,-97.84028,US,TX,209,,,7295,214,220,America/Chicago
-9591996.432,4055776.345,4051059,Boaz,Boaz,34.20065,-86.16637,US,AL,95,,,9551,325,328,America/Chicago
-9703132.246,3886991.173,4051669,Brent,Brent,32.93735,-87.16472,US,AL,7,,,4947,73,74,America/Chicago
-9692831.853,3646416.315,4051714,Brewton,Brewton,31.10518,-87.07219,US,AL,53,,,5408,25,28,America/Chicago
-9541685.588,4156759.755,4051774,Bridgeport,Bridgeport,34.94758,-85.71442,US,AL,71,,,2418,205,203,America/Chicago
-9648492.187,3953274.345,4051894,Brook Highland,Brook Highland,33.43566,-86.67388,US,AL,117,,,6746,182,189,America/Chicago
-9675518.333,3980281.184,4051955,Brookside,Brookside,33.63788,-86.91666,US,AL,73,,,1363,110,118,America/Chicago
-9720510.331,3929289.258,4051971,Brookwood,Brookwood,33.25567,-87.32083,US,AL,125,,,1828,183,184,America/Chicago
-9553000.101,3726633.073,4052177,Brundidge,Brundidge,31.72016,-85.81606,US,AL,109,,,2076,144,150,America/Chicago
-9820824.777,3775076.461,4052726,Butler,Butler,32.08959,-88.22197,US,AL,23,,,1894,54,56,America/Chicago
-9569143.654,3976976.391,4052824,Bynum,Bynum,33.61316,-85.96108,US,AL,15,,,1795,182,189,America/Chicago
-9654954.283,3957055.4,4052964,Cahaba Heights,Cahaba Heights,33.464,-86.73193,US,AL,73,,,5287,196,201,America/Chicago
-9657366.576,3908970.196,4053050,Calera,Calera,33.1029,-86.7536,US,AL,117,,,11620,154,156,America/Chicago
-9717139.577,3762126.67,4053200,Camden,Camden,31.99098,-87.29055,US,AL,131,,,2020,64,66,America/Chicago
-9534911.797,3868841.596,4053318,Camp Hill,Camp Hill,32.80041,-85.65357,US,AL,123,,,1014,217,218,America/Chicago
-9743363.11,4014278.623,4053671,Carbon Hill,Carbon Hill,33.89177,-87.52612,US,AL,127,,,2021,146,147,America/Chicago
-9806693.881,3930103.984,4053823,Carrollton,Carrollton,33.26179,-88.09503,US,AL,107,,,1019,75,75,America/Chicago
-9529810.025,4058393.16,4054073,Cedar Bluff,Cedar Bluff,34.22009,-85.60774,US,AL,19,,,1820,181,177,America/Chicago
-9649574.212,3981321.481,4054378,Center Point,Center Point,33.64566,-86.6836,US,AL,73,,,16921,253,256,America/Chicago
-9537725.954,4049235.6,4054555,Centre,Centre,34.15204,-85.67885,US,AL,19,,,3489,202,201,America/Chicago
-9697785.57,3888165.089,4054566,Centreville,Centreville,32.9462,-87.11669,US,AL,7,,,2778,77,115,America/Chicago
-9645585.635,3982324.427,4054593,Chalkville,Chalkville,33.65316,-86.64777,US,AL,73,,,3901,266,268,America/Chicago
-9824441.547,3693308.821,4054818,Chatom,Chatom,31.46517,-88.25446,US,AL,129,,,1288,57,61,America/Chicago
-9643636.43,3940535.381,4054852,Chelsea,Chelsea,33.34011,-86.63026,US,AL,117,,,10183,156,157,America/Chicago
-9793088.413,4130911.318,4054866,Cherokee,Cherokee,34.75703,-87.97281,US,AL,33,,,1048,163,161,America/Chicago
-9804432.982,3602111.919,4054996,Chickasaw,Chickasaw,30.7638,-88.07472,US,AL,97,,,6106,10,14,America/Chicago
-9612992.401,3932284.852,4055045,Childersburg,Childersburg,33.27817,-86.35498,US,AL,121,,,5175,128,130,America/Chicago
-9540477.772,3983141.559,4055139,Choccolocco,Choccolocco,33.65927,-85.70357,US,AL,15,,,2804,207,207,America/Chicago
-9821502.713,3644537.775,4055535,Citronelle,Citronelle,31.09073,-88.22806,US,AL,97,,,3905,94,97,America/Chicago
-9643544.035,3873918.905,4055577,Clanton,Clanton,32.83874,-86.62943,US,AL,21,,,8619,183,178,America/Chicago
-9640235.62,3988938.037,4055650,Clay,Clay,33.7026,-86.59971,US,AL,73,,,9708,285,291,America/Chicago
-9512212.64,3747335.704,4055696,Clayton,Clayton,31.87822,-85.44966,US,AL,5,,,3008,180,184,America/Chicago
-9637762.101,4027584.212,4055815,Cleveland,Cleveland,33.99093,-86.57749,US,AL,9,,,1303,160,164,America/Chicago
-9530117.267,3725143.89,4055879,Clio,Clio,31.70878,-85.6105,US,AL,5,,,1399,160,164,America/Chicago
-9722736.721,3916428.951,4056017,Coaling,Coaling,33.15901,-87.34083,US,AL,125,,,1657,124,125,America/Chicago
-9557950.479,4064303.408,4056381,Collinsville,Collinsville,34.26398,-85.86053,US,AL,49,,,1983,214,219,America/Chicago
-9641070.516,3918977,4056427,Columbiana,Columbiana,33.17817,-86.60721,US,AL,117,,,4197,160,167,America/Chicago
-9688258.848,3957537.127,4056515,Concord,Concord,33.46761,-87.03111,US,AL,73,,,1837,181,186,America/Chicago
-9610363.035,3828847.981,4056837,Coosada,Coosada,32.49791,-86.33136,US,AL,51,,,1224,55,56,America/Chicago
-9705203.901,3996598.473,4056920,Cordova,Cordova,33.75983,-87.18333,US,AL,127,,,2095,93,97,America/Chicago
-9496101.37,3639087.076,4057139,Cottonwood,Cottonwood,31.04879,-85.30493,US,AL,69,,,1289,50,56,America/Chicago
-9496070.2,3658773.706,4057320,Cowarts,Cowarts,31.20018,-85.30465,US,AL,69,,,1871,99,104,America/Chicago
-9800536.8,3618711.758,4057531,Creola,Creola,30.89185,-88.03972,US,AL,97,,,1926,6,11,America/Chicago
-9572823.876,4067484.018,4057731,Crossville,Crossville,34.28759,-85.99414,US,AL,49,,,1862,347,346,America/Chicago
-9667386.444,4052300.306,4057835,Cullman,Cullman,34.17482,-86.84361,US,AL,43,,,14775,242,244,America/Chicago
-9547156.941,3872925.26,4058027,Dadeville,Dadeville,32.83124,-85.76357,US,AL,123,,,3230,221,224,America/Chicago
-9541526.401,3673096.475,4058061,Daleville,Daleville,31.31017,-85.71299,US,AL,45,,,5295,102,108,America/Chicago
-9694537.268,4084601.372,4058198,Danville,Danville,34.41454,-87.08751,US,AL,103,,,6242,186,188,America/Chicago
-9785383.991,3581366.303,4058219,Daphne,Daphne,30.60353,-87.9036,US,AL,3,,,21570,49,56,America/Chicago
-9808329.164,3536431.868,4058262,Dauphin Island,Dauphin Island,30.25548,-88.10972,US,AL,97,,,1238,2,8,America/Chicago
-9617537.576,3843412.472,4058543,Deatsville,Deatsville,32.60819,-86.39581,US,AL,51,,,1154,95,100,America/Chicago
-9682941.116,4110456.725,4058553,Decatur,Decatur,34.60593,-86.98334,US,AL,103,,,55683,171,175,America/Chicago
-9777903.321,3831452.374,4058662,Demopolis,Demopolis,32.51764,-87.8364,US,AL,91,,,7483,37,40,America/Chicago
-9694845.623,3992433.657,4059070,Dora,Dora,33.72872,-87.09028,US,AL,127,,,2025,120,125,America/Chicago
-9505625.865,3661773.869,4059102,Dothan,Dothan,31.22323,-85.39049,US,AL,69,,,65496,98,102,America/Chicago
-9729572.851,4048489.056,4059162,Double Springs,Double Springs,34.14649,-87.40224,US,AL,133,,,1083,251,253,America/Chicago
-9691780.997,3644862.762,4059831,East Brewton,East Brewton,31.09323,-87.06275,US,AL,53,,,2478,30,34,America/Chicago
-9757094.369,4138027.063,4059870,East Florence,East Florence,34.80953,-87.64947,US,AL,77,,,35733,167,171,America/Chicago
-9577306.712,3847010.129,4060176,Eclectic,Eclectic,32.63541,-86.03441,US,AL,51,,,1001,176,179,America/Chicago
-9751338.038,3556923.93,4060381,Elberta,Elberta,30.41436,-87.59776,US,AL,3,,,1498,20,24,America/Chicago
-9557359.372,3673747.966,4060791,Enterprise,Enterprise,31.31517,-85.85522,US,AL,31,,,26562,108,111,America/Chicago
-9478352.59,3749046.572,4060954,Eufaula,Eufaula,31.89127,-85.14549,US,AL,5,,,13137,80,83,America/Chicago
-9783592.86,3874175.941,4060991,Eutaw,Eutaw,32.84068,-87.88751,US,AL,63,,,2934,66,69,America/Chicago
-9680000.055,3689176.269,4061064,Evergreen,Evergreen,31.4335,-86.95692,US,AL,35,,,3944,83,90,America/Chicago
-9674992.905,3959983.432,4061206,Fairfield,Fairfield,33.48594,-86.91194,US,AL,73,,,11117,171,182,America/Chicago
-9785353.935,3570951.451,4061234,Fairhope,Fairhope,30.52297,-87.90333,US,AL,3,,,15326,37,42,America/Chicago
-9674623.324,4078381.113,4061466,Falkville,Falkville,34.36843,-86.90862,US,AL,103,,,1279,184,183,America/Chicago
-9777285.498,3986523.04,4061586,Fayette,Fayette,33.68455,-87.83085,US,AL,57,,,4619,111,111,America/Chicago
-9618650.771,3914655.22,4061602,Fayetteville,Fayetteville,33.14567,-86.40581,US,AL,121,,,1284,133,134,America/Chicago
-9681488.397,4099266.479,4062523,Flint City,Flint City,34.52315,-86.97029,US,AL,103,,,1033,184,188,America/Chicago
-9609989.001,3633421.883,4062568,Florala,Florala,31.00518,-86.328,US,AL,39,,,1980,80,84,America/Chicago
-9760186.824,4136709.292,4062577,Florence,Florence,34.79981,-87.67725,US,AL,77,,,39319,167,172,America/Chicago
-9713828.935,3632772.52,4062595,Flomaton,Flomaton,31.00018,-87.26081,US,AL,53,,,1440,21,27,America/Chicago
-9760893.703,3555920.995,4062644,Foley,Foley,30.40659,-87.6836,US,AL,3,,,14618,25,31,America/Chicago
-9673260.773,3971223.338,4062774,Forestdale,Forestdale,33.57011,-86.89638,US,AL,73,,,10162,197,200,America/Chicago
-9637884.552,3761287.995,4062824,Fort Deposit,Fort Deposit,31.98459,-86.57859,US,AL,85,,,1344,142,144,America/Chicago
-9542272.242,4088611.081,4062861,Fort Payne,Fort Payne,34.44425,-85.71969,US,AL,49,,,14012,275,278,America/Chicago
-9729477.116,3689176.269,4063475,Frisco City,Frisco City,31.4335,-87.40138,US,AL,99,,,1309,123,127,America/Chicago
-9661850.526,3975862.974,4063570,Fultondale,Fultondale,33.60483,-86.79388,US,AL,73,,,8380,186,196,America/Chicago
-9562805.122,4088949.9,4063613,Fyffe,Fyffe,34.44676,-85.90414,US,AL,49,,,1018,386,381,America/Chicago
-9574215.37,4030716.956,4063619,Gadsden,Gadsden,34.01426,-86.00664,US,AL,55,,,36856,167,168,America/Chicago
-9663953.351,3983252.565,4063765,Gardendale,Gardendale,33.6601,-86.81277,US,AL,73,,,13893,207,207,America/Chicago
-9558316.72,3637030.367,4063926,Geneva,Geneva,31.03296,-85.86382,US,AL,61,,,4452,29,34,America/Chicago
-9656066.365,3715768.065,4064006,Georgiana,Georgiana,31.6371,-86.74192,US,AL,13,,,1738,89,92,America/Chicago
-9565958.803,4023035.005,4064310,Glencoe,Glencoe,33.95704,-85.93247,US,AL,55,,,5160,172,165,America/Chicago
-9669612.834,4044379.235,4064548,Good Hope,Good Hope,34.11593,-86.86361,US,AL,43,,,2264,214,215,America/Chicago
-9579409.537,3904023.805,4064598,Goodwater,Goodwater,33.06567,-86.0533,US,AL,37,,,1475,256,264,America/Chicago
-9785294.935,3937872.033,4064664,Gordo,Gordo,33.32012,-87.9028,US,AL,107,,,1750,85,85,America/Chicago
-9834212.059,3564923.163,4064840,Grand Bay,Grand Bay,30.47631,-88.34223,US,AL,97,,,3672,25,30,America/Chicago
-9644657.23,3981655.787,4065029,Grayson Valley,Grayson Valley,33.64816,-86.63943,US,AL,73,,,5736,287,289,America/Chicago
-9681609.735,3977978.958,4065034,Graysville,Graysville,33.62066,-86.97138,US,AL,73,,,2165,170,179,America/Chicago
-9751124.304,3856157.229,4065282,Greensboro,Greensboro,32.70458,-87.59584,US,AL,65,,,2497,86,87,America/Chicago
-9642243.824,3740963.704,4065302,Greenville,Greenville,31.8296,-86.61775,US,AL,13,,,8135,134,135,America/Chicago
-9771315.434,3725142.582,4065475,Grove Hill,Grove Hill,31.70877,-87.77722,US,AL,25,,,1570,154,155,America/Chicago
-9786625.203,4024191.935,4065524,Guin,Guin,33.96566,-87.91475,US,AL,93,,,2376,136,137,America/Chicago
-9762810.625,3535215.359,4065552,Gulf Shores,Gulf Shores,30.24604,-87.70082,US,AL,3,,,9741,2,6,America/Chicago
-9606282.062,4076994.804,4065649,Guntersville,Guntersville,34.35815,-86.2947,US,AL,95,,,8197,194,197,America/Chicago
-9777039.482,4066100.39,4065731,Hackleburg,Hackleburg,34.27732,-87.82864,US,AL,93,,,1516,286,286,America/Chicago
-9753970.744,4059254.795,4065830,Haleyville,Haleyville,34.22649,-87.62141,US,AL,133,,,4173,287,288,America/Chicago
-9794850.6,4047928.172,4065965,Hamilton,Hamilton,34.14232,-87.98864,US,AL,93,,,6885,149,152,America/Chicago
-9658913.917,4036948.75,4066065,Hanceville,Hanceville,34.06065,-86.7675,US,AL,43,,,2982,165,168,America/Chicago
-9622238.598,3941053.732,4066335,Harpersville,Harpersville,33.344,-86.43804,US,AL,117,,,1637,139,138,America/Chicago
-9539733.044,3646054.885,4066437,Hartford,Hartford,31.1024,-85.69688,US,AL,61,,,2624,83,86,America/Chicago
-9677591.102,4088500.394,4066449,Hartselle,Hartselle,34.44343,-86.93528,US,AL,103,,,14255,205,203,America/Chicago
-9657058.221,4144280.461,4066463,Harvest,Harvest,34.85564,-86.75083,US,AL,89,,,5281,254,253,America/Chicago
-9638069.343,3787491.74,4066661,Hayneville,Hayneville,32.18403,-86.58025,US,AL,85,,,932,73,78,America/Chicago
-9637144.278,4154686.144,4066686,Hazel Green,Hazel Green,34.93231,-86.57194,US,AL,89,,,3630,242,240,America/Chicago
-9500245.794,3678454.062,4066716,Headland,Headland,31.35128,-85.34216,US,AL,67,,,4510,116,121,America/Chicago
-9527552.465,3981766.779,4066793,Heflin,Heflin,33.64899,-85.58746,US,AL,29,,,3480,293,293,America/Chicago
-9667385.331,3934688.542,4066811,Helena,Helena,33.29622,-86.8436,US,AL,117,,,16793,127,131,America/Chicago
-9547559.918,4114399.893,4066844,Henagar,Henagar,34.63508,-85.76719,US,AL,49,,,2344,444,446,America/Chicago
-9558599.471,4028553.619,4067623,Hokes Bluff,Hokes Bluff,33.99815,-85.86636,US,AL,55,,,4286,180,177,America/Chicago
-9738724.426,3926406.229,4067840,Holt,Holt,33.23401,-87.48445,US,AL,125,,,3638,116,116,America/Chicago
-9609837.607,3847119.847,4067862,Holtville,Holtville,32.63624,-86.32664,US,AL,51,,,4096,108,110,America/Chicago
-9662623.083,3958092.271,4067927,Homewood,Homewood,33.47177,-86.80082,US,AL,73,,,25167,203,212,America/Chicago
-9663798.617,3949237.158,4067994,Hoover,Hoover,33.40539,-86.81138,US,AL,73,,,81619,176,185,America/Chicago
-9684423.892,3955350.17,4068446,Hueytown,Hueytown,33.45122,-86.99666,US,AL,73,,,16105,183,186,America/Chicago
-9487722.352,3873366.428,4068506,Huguley,Huguley,32.83457,-85.22966,US,AL,17,,,2540,214,216,America/Chicago
-9638720.562,4127299.607,4068590,Huntsville,Huntsville,34.73037,-86.5861,US,AL,89,,,180105,193,200,America/Chicago
-9657458.972,3942571.609,4068933,Indian Springs Village,Indian Springs Village,33.35539,-86.75443,US,AL,117,,,2363,155,156,America/Chicago
-9545207.737,3765264.017,4069210,Inverness,Inverness,32.01488,-85.74606,US,AL,11,,,1621,130,136,America/Chicago
-9652202.465,3966955.506,4069243,Irondale,Irondale,33.53816,-86.70721,US,AL,73,,,12349,226,228,America/Chicago
-9784364.304,3699036.943,4069458,Jackson,Jackson,31.50905,-87.89444,US,AL,25,,,5228,72,69,America/Chicago
-9546909.812,4003815.176,4069553,Jacksonville,Jacksonville,33.81371,-85.76135,US,AL,15,,,12548,216,216,America/Chicago
-9715687.971,4006161.448,4069659,Jasper,Jasper,33.83122,-87.27751,US,AL,127,,,14352,100,101,America/Chicago
-9656592.906,3889975.934,4069722,Jemison,Jemison,32.95985,-86.74665,US,AL,21,,,2585,219,219,America/Chicago
-9744633.265,4145259.948,4070786,Killen,Killen,34.86286,-87.53753,US,AL,77,,,1108,186,190,America/Chicago
-9664076.915,3998420.972,4070806,Kimberly,Kimberly,33.77344,-86.81388,US,AL,73,,,2711,141,138,America/Chicago
-9500492.924,3671648.986,4070997,Kinsey,Kinsey,31.29906,-85.34438,US,AL,69,,,2198,92,95,America/Chicago
-9470962.089,3824927.287,4071262,Ladonia,Ladonia,32.4682,-85.0791,US,AL,113,,,3142,143,149,America/New_York
-9506802.512,3882018.258,4071267,Lafayette,Lafayette,32.89985,-85.40106,US,AL,17,,,3003,257,264,America/Chicago
-9649233.574,3952534.022,4071488,Lake Purdy,Lake Purdy,33.43011,-86.68054,US,AL,117,,,7857,202,202,America/Chicago
-9700102.129,3932617.744,4071540,Lake View,Lake View,33.28067,-87.1375,US,AL,125,,,1943,149,147,America/Chicago
-9483363.08,3877894.326,4071763,Lanett,Lanett,32.86874,-85.1905,US,AL,17,,,6468,180,182,America/Chicago
-9634081.879,3968291.121,4072130,Leeds,Leeds,33.54816,-86.54443,US,AL,73,,,11773,191,191,America/Chicago
-9546910.925,4052973.091,4072156,Leesburg,Leesburg,34.17982,-85.76136,US,AL,19,,,1027,178,175,America/Chicago
-9548762.168,3671721.942,4072271,Level Plains,Level Plains,31.29962,-85.77799,US,AL,45,,,2085,96,103,America/Chicago
-9773636.445,3803578.174,4072752,Linden,Linden,32.30625,-87.79807,US,AL,91,,,2123,49,51,America/Chicago
-9586646.417,3976976.391,4072767,Lincoln,Lincoln,33.61316,-86.11831,US,AL,121,,,6266,153,153,America/Chicago
-9546137.254,3936613.185,4072814,Lineville,Lineville,33.31067,-85.75441,US,AL,27,,,2395,322,325,America/Chicago
-9676631.528,3951940.464,4072842,Lipscomb,Lipscomb,33.42566,-86.92666,US,AL,73,,,2210,165,168,America/Chicago
-9760155.655,4108390.327,4073357,Littleville,Littleville,34.59065,-87.67697,US,AL,33,,,1011,212,213,America/Chicago
-9816959.764,3840255.841,4073383,Livingston,Livingston,32.5843,-88.18725,US,AL,119,,,3485,47,49,America/Chicago
-9641967.751,4016401.701,4073504,Locust Fork,Locust Fork,33.9076,-86.61527,US,AL,9,,,1186,178,178,America/Chicago
-9768624.842,3583270.249,4073897,Loxley,Loxley,30.61825,-87.75305,US,AL,3,,,1632,52,56,America/Chicago
-9602847.856,3726160.65,4073985,Luverne,Luverne,31.71655,-86.26385,US,AL,41,,,2800,108,111,America/Chicago
-9656779.923,4123086.513,4074267,Madison,Madison,34.69926,-86.74833,US,AL,89,,,42938,215,217,America/Chicago
-9519942.665,3650858.347,4074452,Malvern,Malvern,31.13934,-85.5191,US,AL,61,,,1448,86,88,America/Chicago
-9625917.707,3855715.381,4074568,Marbury,Marbury,32.70124,-86.47109,US,AL,1,,,1418,159,164,America/Chicago
-9626350.74,3986745.118,4074599,Margaret,Margaret,33.68621,-86.47498,US,AL,115,,,4428,207,210,America/Chicago
-9720325.541,3846605.635,4074673,Marion,Marion,32.63235,-87.31917,US,AL,105,,,3686,114,116,America/Chicago
-9651026.931,3948791.779,4075692,Meadowbrook,Meadowbrook,33.40205,-86.69665,US,AL,117,,,8769,191,195,America/Chicago
-9637175.447,4143716.141,4075854,Meridianville,Meridianville,34.85148,-86.57222,US,AL,89,,,6021,241,238,America/Chicago
-9674652.267,3956721.807,4075977,Midfield,Midfield,33.4615,-86.90888,US,AL,73,,,5365,156,160,America/Chicago
-9517128.508,3674254.85,4075984,Midland City,Midland City,31.31906,-85.49382,US,AL,45,,,2344,115,123,America/Chicago
-9602540.614,3919679.275,4076066,Mignon,Mignon,33.18345,-86.26109,US,AL,121,,,1284,159,164,America/Chicago
-9613764.958,3826465.85,4076239,Millbrook,Millbrook,32.47986,-86.36192,US,AL,51,,,14640,58,63,America/Chicago
-9805178.823,3970333.575,4076358,Millport,Millport,33.56345,-88.08142,US,AL,75,,,1049,84,86,America/Chicago
-9678177.755,3966844.657,4076468,Minor,Minor,33.53733,-86.94055,US,AL,73,,,1094,177,184,America/Chicago
-9800907.494,3593119.261,4076598,Mobile,Mobile,30.69436,-88.04305,US,AL,97,,,195111,3,12,America/Chicago
-9720942.251,3701503.682,4076725,Monroeville,Monroeville,31.52794,-87.32471,US,AL,99,,,6519,126,131,America/Chicago
-9669674.059,3908673.858,4076771,Montevallo,Montevallo,33.10067,-86.86416,US,AL,117,,,6323,125,125,America/Chicago
-9606868.716,3811557.037,4076784,Montgomery,Montgomery,32.36681,-86.29997,US,AL,101,,,205764,73,76,America/Chicago
-9628114.041,3974006.629,4076842,Moody,Moody,33.59094,-86.49082,US,AL,115,,,11726,211,210,America/Chicago
-9631175.327,4142698.811,4076982,Moores Mill,Moores Mill,34.84398,-86.51832,US,AL,89,,,5682,210,206,America/Chicago
-9663489.148,3995035.988,4077143,Morris,Morris,33.74816,-86.8086,US,AL,73,,,1859,127,132,America/Chicago
-9648274,3786250.16,4077283,Mosses,Mosses,32.17459,-86.67192,US,AL,85,,,1029,63,64,America/Chicago
-9717451.272,4093601.252,4077329,Moulton,Moulton,34.48121,-87.29335,US,AL,79,,,3471,195,196,America/Chicago
-9754928.091,3894988.062,4077349,Moundville,Moundville,32.99762,-87.63001,US,AL,65,,,2427,50,52,America/Chicago
-9668776.824,3984702.428,4077867,Mount Olive,Mount Olive,33.67094,-86.8561,US,AL,73,,,4079,185,188,America/Chicago
-9797599.079,3643816.336,4078348,Mount Vernon,Mount Vernon,31.08518,-88.01333,US,AL,97,,,1574,11,16,America/Chicago
-9657211.842,3961985.703,4078646,Mountain Brook,Mountain Brook,33.50094,-86.75221,US,AL,73,,,20413,234,237,America/Chicago
-9567999.289,3965843.056,4078898,Munford,Munford,33.52983,-85.9508,US,AL,121,,,1292,195,191,America/Chicago
-9759104.799,4129255.692,4078964,Muscle Shoals,Muscle Shoals,34.74481,-87.66753,US,AL,33,,,13146,152,153,America/Chicago
-9565615.939,3682944.197,4079423,New Brockton,New Brockton,31.38572,-85.92939,US,AL,31,,,1146,140,146,America/Chicago
-9617383.955,4101142.008,4079630,New Hope,New Hope,34.53703,-86.39443,US,AL,89,,,2810,177,174,America/Chicago
-9621095.347,4151669.437,4079916,New Market,New Market,34.91009,-86.42777,US,AL,89,,,1597,231,230,America/Chicago
-9529528.386,3676354.276,4080193,Newton,Newton,31.33517,-85.60521,US,AL,45,,,1511,97,104,America/Chicago
-9701833.147,3922414.292,4080395,North Bibb,North Bibb,33.20401,-87.15305,US,AL,7,,,1013,176,176,America/Chicago
-9749052.649,3925740.811,4080555,Northport,Northport,33.22901,-87.57723,US,AL,125,,,23330,67,69,America/Chicago
-9617631.084,3985555.846,4081166,Odenville,Odenville,33.67732,-86.39665,US,AL,115,,,3585,225,226,America/Chicago
-9573751.167,3999758.905,4081197,Ohatchee,Ohatchee,33.78343,-86.00247,US,AL,15,,,1170,155,158,America/Chicago
-9504266.654,3848332.1,4081644,Opelika,Opelika,32.64541,-85.37828,US,AL,81,,,26477,246,254,America/Chicago
-9626103.611,4021841.961,4081671,Oneonta,Oneonta,33.94815,-86.47276,US,AL,9,,,6567,262,260,America/Chicago
-9601919.451,3669513.892,4081683,Opp,Opp,31.28267,-86.25551,US,AL,39,,,6659,103,104,America/Chicago
-9748647.446,3541444.76,4081696,Orange Beach,Orange Beach,30.29437,-87.57359,US,AL,3,,,5441,4,11,America/Chicago
-9624558.496,4108052.275,4081904,Owens Cross Roads,Owens Cross Roads,34.58815,-86.45888,US,AL,89,,,1521,177,179,America/Chicago
-9555104.039,3977124.765,4081914,Oxford,Oxford,33.61427,-85.83496,US,AL,15,,,21348,200,201,America/Chicago
-9533455.738,3692511.431,4081936,Ozark,Ozark,31.45906,-85.64049,US,AL,45,,,14907,127,133,America/Chicago
-9663643.883,3933283.555,4082569,Pelham,Pelham,33.28567,-86.80999,US,AL,117,,,21352,153,150,America/Chicago
-9605323.601,3973374.55,4082589,Pell City,Pell City,33.58621,-86.28609,US,AL,115,,,12695,177,178,America/Chicago
-9462242.433,3825294.096,4082866,Phenix City,Phenix City,32.47098,-85.00077,US,AL,113,,,32822,74,80,America/New_York
-9763434.014,4076021.252,4082869,Phil Campbell,Phil Campbell,34.35093,-87.70642,US,AL,59,,,1148,312,313,America/Chicago
-9530211.888,4018675.428,4083004,Piedmont,Piedmont,33.92455,-85.61135,US,AL,15,,,4878,214,213,America/Chicago
-9584944.342,3800688.865,4083073,Pike Road,Pike Road,32.28431,-86.10302,US,AL,101,,,5406,90,95,America/Chicago
-9625298.771,3840181.858,4083414,Pine Level,Pine Level,32.58374,-86.46553,US,AL,1,,,4183,175,179,America/Chicago
